english,tag,definition
list,noun,"1. a series of names, items, figures, etc., especially when they are written or printed 2. the fact of a ship leaning to one side"
listener,noun,1. a person who listens 2. a person listening to a radio programme or podcast
little,adverb,1. to a small degree 2. not much; only slightly
lock,noun,"1. a device that keeps a door, window, box, etc. shut, usually needing a key to open it 2. a device that prevents a vehicle, machine or piece of equipment from being used"
lock,verb,1. to fasten something with a lock; to be fastened with a lock 2. to put something in a safe place and lock it
look,noun,1. an act of looking at somebody/something 2. an act of trying to find something/somebody
lorry,noun,1. a large vehicle for carrying heavy loads by road 2. goods that fell off the back of a lorry were probably stolen. People say or accept that they came ‘off the back of a lorry’ to avoid saying or asking where they really came from.
lost,adjective,1. unable to find your way; not knowing where you are 2. that cannot be found or brought back
loud,adjective,1. making a lot of noise 2. strongly expressed
loud,adverb,1. in a way that makes a lot of noise or can be easily heard 2. what a person actually does means more than what they say they will do
loudly,adverb,in a way that makes a lot of noise
lovely,adjective,1. beautiful; attractive 2. very pleasant; wonderful
low,adverb,"1. in or into a low position, not far above the ground 2. in or into a position near the bottom of something"
low,adjective,1. not high or tall; not far above the ground 2. at or near the bottom of something
luck,noun,"1. good things that happen to you by chance, not because of your own efforts or abilities 2. chance; the force that causes good or bad things to happen to people"
lucky,adjective,1. having good luck 2. being the result of good luck
luggage,noun,"1. bags, cases, etc. that contain somebody's clothes and things when they are travelling 2. empty bags, cases, etc. for putting your clothes and things in when you are travelling"
lunchtime,noun,the time around the middle of the day when people usually eat lunch
m,abbreviation,male
machine,noun,"1. a piece of equipment with many parts that work together to do a particular task. The power used to work a machine may be electricity, steam, gas, etc. or human power. 2. a computer"
mail,noun,"1. the official system used for sending and delivering letters, packages, etc. 2. letters, packages, etc. that are sent and delivered"
mail,verb,1. to send something to somebody using the postal system 2. to send a message to somebody by email
major,adjective,1. very large or important 2. serious
make,verb,"1. to create or prepare something by combining materials or putting parts together 2. to write, create or prepare something"
male,adjective,1. being a man or boy 2. belonging to the sex that does not lay eggs or give birth to babies
male,noun,"a male person, animal or plant"
manage,verb,"1. to control or be in charge of a business, a team, an organization, land, etc. 2. to succeed in doing something, especially something difficult"
manager,noun,"1. a person who is in charge of running a business, a shop or a similar organization or part of one 2. a person who deals with the business affairs of an actor, a musician, etc."
mango,noun,"a tropical fruit with smooth yellow or red skin, that is soft and orange inside with a large seed"
manner,noun,1. behaviour that is considered to be polite in a particular society or culture 2. the way that something is done or happens
map,noun,"1. a drawing or plan of the earth’s surface or part of it, showing countries, towns, rivers, etc. 2. a diagram to show the positions of things over an area"
mark,verb,"1. to write or draw a symbol, line, etc. on something in order to give information about it 2. to give marks to students’ work"
mark,noun,"1. a written or printed symbol that is used as a sign of something, for example the quality of something or who made or owns it 2. a number or letter that is given to show the standard of somebody’s work or performance or is given to somebody for answering something correctly"
marry,verb,1. to become the husband or wife of somebody; to get married to somebody 2. to perform a ceremony in which two people get married
match,verb,"1. to find somebody/something that goes together with or is connected with another person or thing 2. if two things match or if one thing matches another, they are the same or very similar"
material,noun,1. a substance that things can be made from 2. things that are needed in order to do a particular activity
mathematics,noun,"1. the study of numbers and shapes. Branches of mathematics include arithmetic, algebra, geometry and trigonometry. 2. the process of calculating using numbers"
maths,noun,"1. mathematics, especially as a subject in school 2. the process of calculating using numbers"
matter,verb,to be important or have an important effect on somebody/something
matter,noun,"1. used (to ask) if somebody is upset, unhappy, etc. or if there is a problem 2. a subject or situation that you must consider or deal with"
may,verb,1. used to say that something is possible 2. used to ask for or give permission
media,noun,"the main ways that large numbers of people receive information and entertainment, that is television, radio, newspapers and the internet"
medical,adjective,1. connected with illness and injury and their treatment 2. connected with ways of treating illness that do not involve cutting the body
medicine,noun,"1. the study and treatment of diseases and injuries 2. a substance that you take in order to cure an illness, especially a liquid that you drink or swallow"
memory,noun,1. your ability to remember things 2. the period of time that a person or group of people is able to remember events
mention,verb,"1. to write or speak about something/somebody, especially without giving much information 2. to refer to somebody/something as being interesting, especially as a possible candidate for a job or position"
metal,noun,"1. a type of solid mineral substance that is usually hard and shiny and that heat and electricity can travel through, for example tin, iron and gold 2. (to go) at full speed; (to drive) with the accelerator of the car pressed to the floor"
method,noun,1. a particular way of doing something 2. the quality of being well planned and organized
metro,noun,"1. an underground train system, especially the one in Paris 2. a large or capital city, especially Delhi, Kolkata, Mumbai or Chennai"
middle,adjective,"1. in a position in the middle of an object, group of objects, people, etc.; between the beginning and the end of something 2. (to take/find) an acceptable course of action that avoids two extreme positions"
middle,noun,1. the part of something that is at an equal distance from all its edges or sides; a point or a period of time between the beginning and the end of something 2. a person’s waist
might,verb,1. used when showing that something is or was possible 2. used as the past tense of may when reporting what somebody has said
mind,verb,"1. to be upset, annoyed or worried by something 2. used to ask for permission to do something, or to ask somebody in a polite way to do something"
mind,noun,"1. the part of a person that makes them able to be aware of things, to think and to feel 2. your ability to think and reason; your intelligence; the particular way that somebody thinks"
mine,noun,1. of or belonging to the person writing or speaking 2. my home
mirror,noun,"1. a piece of special flat glass that reflects images, so that you can see yourself when you look in it 2. something that shows what something else is like"
miss,verb,1. to be or arrive too late for something 2. to fail to be or go somewhere
missing,adjective,"1. that cannot be found or that is not in its usual place; that has been removed, lost or destroyed 2. not at home; not found"
mobile,adjective,"1. connected with mobile phones, tablets, etc. 2. that is not fixed in one place and can be moved easily and quickly"
mobile,noun,1. a mobile phone 2. the internet when it is accessed on mobile phones
modal,noun,"a verb such as can, may or will that is used with another verb (not a modal) to express possibility, permission, intention, etc."
model,noun,"1. a copy of something, usually smaller than the original object 2. something such as a text or a system that can be used as an example for other people to copy"
momma,noun,a child’s word for a mother
mommy,noun,a child’s word for a mother
monkey,noun,"1. an animal with a long tail, that climbs trees and lives in hot countries. There are several types of monkey and they are related to apes and humans. 2. a child who is active and likes playing tricks on people"
moon,noun,1. the round object that moves around the earth once every 27½ days and shines at night by light reflected from the sun 2. the moon as it appears in the sky at a particular time
mostly,adverb,mainly; generally
motorbike,noun,"1. a road vehicle with two wheels, driven by an engine, with one seat for the driver and often a seat for a passenger behind the driver 2. a bicycle that has a small engine"
motorcycle,noun,"a road vehicle with two wheels, driven by an engine, with one seat for the driver and often a seat for a passenger behind the driver"
motorway,noun,"(in the UK) a wide road, with at least two lanes in each direction, where traffic can travel fast for long distances between large towns. You can only enter and leave motorways at special junctions."
move,verb,"1. to change position or make somebody/something change position in a way that can be seen, heard or felt 2. to change the place where you live, have your work, etc."
movement,noun,1. an act of moving the body or part of the body 2. an act of moving from one place to another or of moving something from one place to another
mummy,noun,1. a child’s word for a mother 2. a body of a human or an animal that has been mummified
mushroom,noun,a fungus with a round flat head and short stem. Many mushrooms can be eaten.
music,noun,1. sounds that are arranged in a way that is pleasant or exciting to listen to. People sing music or play it on instruments. 2. the art of writing or playing music
musical,adjective,1. connected with music; containing music 2. with a natural skill or interest in music
musician,noun,"a person who plays a musical instrument or writes music, especially as a job"
myself,noun,1. used when the speaker or writer is also the person affected by an action 2. used to emphasize the fact that the speaker is doing something
name,noun,"1. a word or words that a particular person, animal, place or thing is known by 2. a reputation that somebody/something has; the opinion that people have about somebody/something"
narrow,adjective,"1. measuring a short distance from one side to the other, especially in relation to length 2. only just achieved or avoided"
national,adjective,"1. connected with a particular nation; shared by a whole nation 2. owned, controlled or paid for by the government"
nature,noun,"1. all the plants, animals and things that exist in the universe that are not made by people 2. the way that things happen in the physical world when it is not controlled by people"
nearly,adverb,1. almost; not quite; not completely 2. much less than; not at all
necessary,adjective,1. that is needed for a purpose or a reason 2. that must exist or happen and cannot be avoided
neck,noun,1. the part of the body between the head and the shoulders 2. the part of a piece of clothing that fits around the neck
necktie,noun,"a long narrow piece of cloth worn around the neck, especially by men, with a knot in front"
need,noun,1. a situation when something is necessary or must be done 2. a strong feeling that you want somebody/something or must have something
neither,noun,not one nor the other of two things or people
nephew,noun,the son of your brother or sister; the son of your husband’s or wife’s brother or sister
nervous,adjective,1. anxious about something or afraid of something 2. easily worried or frightened
net,noun,"1. material that is made of string, thread or wire twisted or tied together, with small spaces in between; a piece of this material used for a particular purpose 2. the frame covered in net that forms the goal"
network,noun,"1. a complicated system of roads, lines, tubes, nerves, etc. that are connected to each other and operate together 2. a closely connected group of people, companies, etc. that exchange information, etc."
networking,noun,a system of trying to meet and talk to other people who may be useful to you in your work
niece,noun,the daughter of your brother or sister; the daughter of your husband’s or wife’s brother or sister
noise,noun,"1. a sound, especially when it is loud, unpleasant or frightening 2. extra electrical or electronic signals that are not part of the signal that is being broadcast or transmitted and which may damage it"
noisy,adjective,1. making a lot of noise 2. full of noise
none,noun,1. not one of a group of people or things; not any 2. to refuse to accept something
normal,adjective,"1. typical, usual or ordinary; what you would expect 2. physically and mentally healthy"
normally,adverb,1. usually; in normal circumstances 2. in the usual or ordinary way
north-east,noun,the direction or region at an equal distance between north and east
north-east,adjective,1. in or towards the north-east 2. a north-east wind blows from the north-east
north-west,adjective,1. in or towards the north-west 2. a north-west wind blows from the north-west
north-west,noun,the direction or region at an equal distance between north and west
notice,verb,1. to see or hear somebody/something; to become aware of somebody/something 2. to pay attention to somebody/something
notice,noun,"1. a sheet of paper giving written or printed information, usually put in a public place 2. a board or sign giving information, an instruction or a warning"
novel,noun,"1. a story long enough to fill a complete book, in which the characters and events are usually imaginary 2. the type of literature that novels represent"
nowhere,adverb,1. not in or to any place 2. in a sudden and surprising way
number,verb,1. to give a number to something as part of a series or list 2. to make a particular number when added together
nut,noun,"1. a small hard fruit with a very hard shell that grows on some trees 2. a small piece of metal with a hole through the centre that is screwed onto a bolt to hold pieces of wood, parts of machines, etc. together"
ocean,noun,1. the mass of salt water that covers most of the earth’s surface 2. one of the five large areas that the ocean is divided into
off,adverb,1. used to say that something has been removed or become separated 2. not connected or functioning
offer,verb,1. to say that you are willing to give something to somebody 2. to say that you are willing to do something for somebody
offer,noun,1. an act of saying that you are willing to do something for somebody or give something to somebody 2. an amount of money that somebody is willing to pay for something
office,noun,"1. a room, set of rooms or building where people work, usually sitting at desks 2. a room in which a particular person works, usually at a desk"
officer,noun,1. a person who is in a position of authority in the armed forces 2. a member of the police
oil,noun,1. a thick liquid that is found in rock underground  2. a form of petroleum that is used as fuel and to make parts of machines move smoothly
onto,preposition,1. used with verbs to express movement on or to a particular place or position 2. used to show that something faces in a particular direction
opportunity,noun,a time when a particular situation makes it possible to do or achieve something
option,noun,"1. something that you can choose to have or do; the freedom to choose what you do 2. a subject that a student can choose to study, but that they do not have to do"
order,noun,1. the way in which people or things are placed or arranged in relation to each other 2. the state of being carefully and neatly arranged
order,verb,"1. to ask for something to eat or drink in a restaurant, bar, etc. 2. to ask for goods to be made or supplied; to ask for a service to be provided"
ordinary,adjective,1. not unusual or different in any way 2. having no unusual or interesting features
organization,noun,"1. a group of people who form a business, club, etc. together in order to achieve a particular aim 2. the act of making arrangements or preparations for something"
organize,verb,1. to make all the arrangements for something to happen or be provided 2. to arrange something or the parts of something into a particular order or structure
original,adjective,"1. existing at the beginning of a particular period, process or activity 2. new and interesting in a way that is different from anything that has existed before; able to produce new and interesting ideas"
ourselves,noun,1. the reflexive form of we; used when you and another person or other people together cause and are affected by an action 2. used to emphasize we or us; sometimes used instead of these words
outside,adjective,"1. of, on or facing the outer side 2. not located in the main building; going out of the main building"
outside,preposition,1. on or to a place on the outside of something 2. away from or not in a particular place
outside,noun,"1. the outer side or surface of something 2. the area that is near or around a building, etc."
oven,noun,"1. the part of a cooker that is like a box with a door on the front, in which food is cooked or heated 2. to be pregnant"
own,verb,"1. to have something that belongs to you, especially because you have bought it 2. to manage and take responsibility for something"
owner,noun,a person who owns something
pack,verb,"1. to put clothes, etc. into a bag in preparation for a trip away from home 2. to put something into a container so that it can be stored, transported or sold"
page,noun,"1. one side or both sides of a sheet of paper in a book, magazine, etc. 2. a section of data or information that can be shown on a computer screen at any one time"
pain,noun,1. the feelings that you have in your body when you have been hurt or when you are ill 2. mental or emotional difficulty
paint,noun,1. a liquid that is put on surfaces to give them a particular colour; a layer of this liquid when it has dried on a surface 2. tubes or blocks of paint used for painting pictures
paintbrush,noun,a brush that is used for painting
painter,noun,"1. a person whose job is painting buildings, walls, etc. 2. an artist who paints pictures"
palace,noun,"1. the official home of a king, queen, president, etc. 2. a way of referring to the people who live or work in a palace, especially the British royal family and their advisers"
pants,noun,1. underpants or knickers 2. trousers
paper,noun,1. the thin material that you write and draw on and that is also used for wrapping and packing things 2. a newspaper
park,noun,"1. an area of public land in a town or a city where people go to walk, play and relax 2. an area of land used for a particular purpose"
parking,noun,1. the act of stopping a vehicle at a place and leaving it there for a period of time 2. a space or an area for leaving vehicles
participle,noun,"(in English) a word formed from a verb, ending in -ing (= the present participle) or -ed, -en, etc. (= the past participle)"
particular,adjective,"1. used to emphasize that you are referring to one individual person, thing or type of thing and not others 2. greater than usual; special"
partner,noun,"1. a person that you are doing an activity with, such as dancing or playing a game 2. the person that you are married to or having a sexual relationship with"
party,noun,"1. a social occasion, often in a person’s home, at which people eat, drink, talk, dance and enjoy themselves 2. a political organization that you can vote for in elections and whose members have the same aims and ideas"
pass,verb,"1. to achieve the required standard in an exam, a test, etc. 2. to test somebody and decide that they are good enough, according to an agreed standard"
passenger,noun,"1. a person who is travelling in a car, bus, train, plane or ship and who is not driving it or working on it 2. a member of a group or team who does not do as much work as the others"
past,adverb,1. from one side of something to the other 2. used to describe time passing
pasta,noun,"an Italian food made from flour, water and sometimes eggs, formed into different shapes and usually served with a sauce. It is hard when dry and soft when cooked."
patient,noun,"1. a person who is receiving medical treatment, especially in a hospital 2. a person who receives treatment from a particular doctor, dentist, etc."
pattern,noun,1. the regular way in which something happens or is done 2. an excellent example to copy
pay,noun,1. the money that somebody gets for doing regular work 2. to be a decision or an area of work that somebody does not have the authority or expert knowledge to deal with
pea,noun,"a small round green seed, eaten as a vegetable. Several peas grow together inside a long thin pod on a climbing plant also called a pea."
peace,noun,1. a situation or a period of time in which there is no war or violence in a country or an area 2. the state of being calm or quiet
peach,noun,"1. a round fruit with soft red and yellow skin, that is yellow inside with a large rough seed 2. a particularly good or attractive person or thing"
penguin,noun,"a black and white bird that lives in the Antarctic. Penguins cannot fly but use their wings for swimming. There are several types of penguin, some of them very large but some of them quite small."
penny,noun,1. a small British coin and unit of money. There are 100 pence in one pound (£1). 2. a British coin in use until 1971. There were twelve pennies in one shilling and twenty shillings in a pound.
per,preposition,"1. used to express the cost or amount of something for each person, number used, distance travelled, etc. 2. following something that has been decided"
per,noun,"1. used to express the cost or amount of something for each person, number used, distance travelled, etc. 2. following something that has been decided"
per,adjective,"1. used to express the cost or amount of something for each person, number used, distance travelled, etc. 2. following something that has been decided"
per,adverb,"1. used to express the cost or amount of something for each person, number used, distance travelled, etc. 2. following something that has been decided"
perfect,noun,"the form of a verb that expresses actions completed by the present or a particular point in the past or future, formed in English with part of the verb have and the past participle of the main verb"
perfect,adjective,1. having everything that is necessary; complete and without faults or weaknesses 2. completely correct; exact and accurate
perform,verb,"1. to entertain an audience by playing a piece of music, acting in a play, etc. 2. to do something, such as a piece of work, task or duty"
perhaps,adverb,1. possibly 2. used when you want to make a statement or opinion less definite
permission,noun,"1. the act of allowing somebody to do something, especially when this is done by somebody in a position of authority 2. an official written statement allowing somebody to do something"
person,noun,"1. a human as an individual 2. a human, especially one who is not identified"
personality,noun,1. the various aspects of a person’s character that combine to make them different from other people 2. the qualities of a person’s character that make them interesting and attractive
pet,noun,"1. an animal, a bird, etc. that you have at home for pleasure, rather than one that is kept for work or food 2. a person who is given special attention by somebody, especially in a way that seems unfair to other people"
petrol,noun,"a liquid obtained from petroleum, used as fuel in car engines, etc."
photograph,verb,1. to take a photograph of somebody/something 2. to look or not look attractive in photographs
physical,adjective,"1. connected with a person’s body rather than their mind 2. connected with things that actually exist or are present and can be seen, felt, etc. rather than things that only exist in a person’s mind"
physics,noun,"the scientific study of matter and energy and the relationships between them, including the study of forces, heat, light, sound, electricity and the structure of atoms"
pick,verb,"1. to choose somebody/something from a group of people or things 2. to take flowers, fruit, etc. from the plant or the tree where they are growing"
pie,noun,"1. a baked dish of fruit or meat and/or vegetables with pastry on the bottom, sides and top 2. used to say that something is typical of America"
pilot,noun,"1. a person who operates the controls of an aircraft, especially as a job 2. a person with special knowledge of a difficult area of water, for example, the entrance to a harbour, whose job is to guide ships through it"
planet,noun,"1. a large round object in space that moves around a star (such as the sun) and receives light from it 2. used to mean ‘the world’, especially when talking about the environment"
plant,verb,"1. to put plants, seeds, etc. in the ground to grow 2. to cover or supply a garden, area of land, etc. with plants"
plastic,adjective,1. made of plastic 2. easily formed into different shapes
plastic,noun,"1. a light strong material that is produced by chemical processes and can be formed into shapes when heated. There are many different types of plastic, used to make different objects and fabrics. 2. the science of making plastics"
plate,noun,"1. a flat, usually round, dish that you put food on 2. the amount of food that you can put on a plate"
platform,noun,"1. the raised flat area next to the track at a train station where you get on or off the train 2. a flat surface raised above the level of the ground or floor, used by public speakers or performers so that the audience can see them"
player,noun,1. a person who takes part in a game or sport 2. a company or person involved in a particular area of business or politics
please,verb,"1. to make somebody happy 2. often used after as or what, where, etc. to mean ‘to want’, ‘to choose’ or ‘to like’ to do something"
pleased,adjective,1. feeling happy about something 2. happy or willing to do something
pocket,noun,"1. a small piece of material like a small bag sewn into or onto a piece of clothing so that you can carry things in it 2. a small bag or container fastened to something so that you can put things in it, for example, in a car door or in a bag"
point,noun,1. a thing that somebody says or writes giving their opinion or stating a fact 2. the main or most important idea in something that is said or done
polite,adjective,1. having or showing good manners and respect for the feelings of others 2. socially correct but not always sincere
pollution,noun,"1. the process of making air, water, soil, etc. dirty; the state of being dirty 2. substances that make air, water, soil, etc. dirty"
pool,noun,1. an area of water that has been created for people to swim in 2. the building that contains a public pool
pop,noun,"1. popular music of the sort that has been popular since the 1950s, usually with a strong rhythm and simple tunes, often contrasted with rock, soul and other forms of popular music 2. a short, sharp, explosive sound"
pop,adjective,1. connected with modern popular music 2. made in a modern popular style
population,noun,"1. all the people who live in a particular area, city or country; the total number of people who live there 2. a particular group of people or animals living in a particular area"
pork,noun,1. meat from a pig that has not been cured (= preserved using salt or smoke) 2. local projects that are given a lot of government money in order to win votes; the money that is used
position,noun,1. the place where somebody/something is located 2. the place where somebody/something is meant to be; the correct place
positive,adjective,1. good or useful 2. expressing agreement or support
possession,noun,1. something that you own or have with you at a particular time 2. the state of having or owning something
possessive,adjective,1. demanding total attention or love; not wanting somebody to be independent 2. not liking to lend things or share things with others
possessive,noun,1. a pronoun or a form of a word that expresses the fact that something belongs to somebody/something 2. the special form of a word that expresses belonging
possibility,noun,"1. a thing that may happen or be true; the fact that something might happen or be true, but is not certain 2. one of the different things that you can do in a particular situation"
post,noun,after
post,verb,after
postcard,noun,"a card used for sending messages by post without an envelope, especially one that has a picture on one side"
poster,noun,"1. a large notice, often with a picture on it, that is put in a public place to advertise something 2. a large picture that is printed on paper and put on a wall as decoration"
potato,noun,a round white vegetable with a brown or red skin that grows underground as part of a plant also called a potato
power,noun,1. the ability to control people or things 2. political control of a country or an area
predict,verb,to say that something will happen in the future
present,verb,"1. to show or offer something for other people to look at or consider 2. to give something to somebody, especially formally at a ceremony"
president,noun,"1. the leader of a republic, for example the US 2. the person in charge of some organizations, clubs, colleges, etc."
prevent,verb,to stop somebody from doing something; to stop something from happening
print,verb,"1. to produce letters, pictures, etc. on paper using a machine that puts ink (= coloured liquid) on the surface 2. to produce books, newspapers, etc. by printing them in large quantities"
printer,noun,"1. a machine for printing text on paper, especially one connected to a computer 2. a person or a company whose job is printing books, etc."
prison,noun,"1. a building where people are kept as a punishment for a crime they have committed, or while they are waiting for trial 2. the system of keeping people in prisons"
prize,noun,"1. an award that is given to a person who wins a competition, race, etc. or who does very good work 2. something very important or valuable that is difficult to achieve or obtain"
process,noun,a series of things that are done in order to achieve a particular result
produce,verb,"1. to make things to be sold, especially in large quantities 2. to grow or make something as part of a natural process; to have a baby or young animal"
professional,adjective,1. doing something as a paid job rather than as a hobby 2. done as a paid job rather than as a hobby
professor,noun,1. a university teacher of the highest rank 2. a teacher at a university or college
profile,noun,1. a description of somebody/something that gives useful information 2. the general impression that somebody/something gives to the public and the amount of attention they receive
program,noun,1. a set of instructions in code that control the operations or functions of a computer 2. something that people watch on television or listen to on the radio
progress,noun,"1. the process of improving or developing, or of getting nearer to achieving or completing something 2. movement forwards or towards a place"
promise,verb,"1. to tell somebody that you will definitely do or not do something, or that something will definitely happen 2. to make something seem likely to happen; to show signs of something"
promise,noun,1. a statement that tells somebody that you will definitely do or not do something 2. a sign that somebody/something will be successful
pronounce,verb,"1. to make the sound of a word or letter in a particular way 2. to give a judgement, opinion or statement formally, officially or publicly"
protect,verb,"1. to make sure that somebody/something is not harmed, injured, damaged, etc. 2. to introduce laws that make it illegal to kill, harm or damage a particular animal, area of land, building, etc."
provide,verb,1. to give something to somebody or make it available for them to use 2. to state that something will or must happen
pub,noun,"a building where people go to drink and meet their friends. Pubs serve alcoholic and other drinks, and often also food."
public,noun,1. ordinary people in society in general 2. a group of people who share a particular interest or who are involved in the same activity
public,adjective,"1. connected with ordinary people in society in general 2. provided, especially by the government, for the use of people in general"
publish,verb,"1. to produce a book, magazine, CD-ROM, etc. and sell it to the public 2. to print a letter, an article, etc. in a newspaper or magazine"
pull,verb,1. to take hold of something and use force in order to move it or try to move it towards yourself 2. to remove something from a place by pulling
punctuation,noun,the marks used in writing that divide sentences and phrases; the system of using these marks
purpose,noun,"1. the intention, aim or function of something; the thing that something is supposed to achieve 2. what is needed in a particular situation"
purse,noun,"1. a small bag made of leather, plastic, etc. for carrying coins and often also paper money, cards, etc., used especially by women 2. a small bag for money, keys, etc., carried especially by women"
push,verb,"1. to use your hands, arms or body in order to make somebody/something move forward or away from you; to move part of your body into a particular position 2. to use force to move past somebody/something using your hands, arms, etc."
quality,noun,1. the standard of something when it is compared to other things like it; how good or bad something is 2. a high standard
quantity,noun,1. an amount or a number of something 2. the measurement of something by saying how much of it there is
queen,noun,1. the female ruler of an independent state that has a royal family 2. the wife of a king
question,verb,"1. to ask somebody questions about something, especially officially 2. to have or express doubts about something"
quietly,adverb,1. in a way that makes very little noise 2. in a peaceful way; without being interrupted
rabbit,noun,"1. a small animal with soft fur, long ears and a short tail. Rabbits live in holes in the ground or are kept as pets or for food. 2. meat from a rabbit"
race,noun,"1. a competition between people, animals, vehicles, etc. to see which one is the faster or fastest 2. a situation in which a number of people, groups, organizations, etc. are competing, especially for political power or to achieve something first"
race,verb,"1. to compete against somebody/something to see who can go faster or the fastest, do something first, etc.; to take part in a race or races 2. to make an animal or a vehicle compete in a race"
railway,noun,"1. a track with rails on which trains run 2. a system of tracks, together with the trains that run on them, and the organization and people needed to operate them"
rainforest,noun,a thick forest in tropical parts of the world that have a lot of rain
rainy,adjective,"1. having or bringing a lot of rain 2. to save something, especially money, for a time when you will really need it"
raise,verb,"1. to lift or move something to a higher level 2. to move somebody/something/yourself to a standing, sitting or vertical position"
rate,noun,1. a measurement of the speed at which something happens 2. a measurement of the number of times something happens or something does something during a particular period
rather,adverb,"1. used to mean ‘fairly’ or ‘to some degree’, often when you are disappointed, surprised or expressing slight criticism  2. used with a verb to make a statement sound less strong"
reach,verb,1. to arrive at the place that you have been travelling to 2. to come to somebody’s attention
react,verb,"1. to change or behave in a particular way as a result of or in response to something 2. to become ill after eating, breathing, etc. a particular substance"
realize,verb,1. to understand or become aware of a particular fact or situation 2. to achieve something important that you very much want to do
receive,verb,1. to get or accept something that is sent or given to you 2. to experience or be given a particular type of treatment or attention
recent,adjective,that happened or began only a short time ago
recently,adverb,not long ago
reception,noun,"1. the area inside the entrance of a hotel, an office building, etc. where guests or visitors go first when they arrive 2. a formal social occasion to welcome somebody or celebrate something"
receptionist,noun,"a person whose job is to deal with people arriving at or phoning a hotel, an office building, a doctor’s surgery, etc."
recipe,noun,1. a set of instructions that tells you how to cook something and the ingredients (= items of food) you need for it 2. a method or an idea that seems likely to have a particular result
recognize,verb,"1. to know who somebody is or what something is when you see or hear them or it, because you have seen or heard them or it before 2. to admit or to be aware that something exists or is true"
recommend,verb,"1. to tell somebody that something is good or useful, or that somebody would be suitable for a particular job, etc. 2. to advise a particular course of action; to advise somebody to do something"
record,noun,"1. a written account of something that is kept so that it can be looked at and used in the future 2. the best result or the highest or lowest level that has ever been reached, especially in sport"
record,verb,"1. to keep a permanent account of facts or events by writing them down, filming them, storing them in a computer, etc. 2. to make a copy of music, a film, etc. or to convert sound or a performance into a permanent form, so that you can listen to or watch it again"
recording,noun,"1. sound or pictures that have been recorded on computer files or on CD, DVD, video, etc. 2. the process of making a record, film, radio or television show, etc."
recycle,verb,"1. to treat things that have already been used so that they can be used again 2. to use the same ideas, methods, jokes, etc. again"
recycling,noun,the process of treating things that have already been used so that they can be used again
red,adjective,1. having the colour of blood or fire 2. red-brown in colour
reduce,verb,"1. to make something less or smaller in size, quantity, price, etc.; to become less or smaller in size, quantity, etc. 2. if you reduce a liquid or a liquid reduces, you boil it so that it becomes less in quantity"
refer,verb,"to send somebody/something to somebody/something for help, advice or a decision"
refuse,verb,to say or show that you will not do something that somebody has asked you to do
region,noun,"1. a large area of land, usually without exact limits or borders 2. one of the areas that a country is divided into, that has its own customs and/or its own government"
regular,adjective,"1. following a pattern, especially with the same time or space in between each thing and the next 2. done or happening often"
relationship,noun,"1. the way in which two people, groups or countries behave towards each other or deal with each other 2. a loving and/or sexual friendship between two people"
remove,verb,"1. to take somebody/something away from a place 2. to take off clothing, etc. from the body"
repair,verb,"1. to fix something that is broken, damaged or torn 2. to say or do something in order to improve a bad or unpleasant situation"
replace,verb,1. to be used instead of somebody/something else; to do something instead of somebody/something else 2. to remove somebody/something and put another person or thing in their place
reply,noun,"an act of replying to something/somebody in speech, writing or by some action"
reply,verb,1. to say or write something as an answer to somebody/something 2. to do something as a reaction to something that somebody has said or done
report,verb,"1. to give people information about something that you have heard, seen, done, etc. 2. to present a written or spoken account of an event in a newspaper, on television, etc."
reporter,noun,"a person who collects and reports news for newspapers, radio or television"
request,noun,1. the action of asking for something formally and politely; a thing that you formally ask for 2. an instruction to a computer to perform a task
research,noun,"a careful study of a subject, especially in order to discover new facts or information about it"
research,verb,to study something carefully and try to discover new facts about it
researcher,noun,a person who studies something carefully and tries to discover new facts about it
respond,verb,1. to give a spoken or written answer to somebody/something 2. to do something as a reaction to something that somebody has said or done
response,noun,1. a spoken or written answer 2. a reaction to something that has happened or been said
rest,verb,"1. to relax, sleep or do nothing after a period of activity or illness; to not use a part of your body for some time 2. to support something by putting it on or against something; to be supported in this way"
rest,noun,1. the part of something that remains 2. the people or things that remain; the others
result,noun,"1. a thing that is caused or produced because of something else 2. the final score or the name of the winner in a sports event, competition, election, etc."
review,noun,"1. a report in a newspaper or magazine, or on the internet, television or radio, in which somebody gives their opinion of a book, play, film, product, etc.; the act of writing this kind of report 2. an act of looking again at something you have studied or written, especially in order to prepare for an exam"
review,verb,"1. to write a report of a book, play, film, product, etc. in which you give your opinion of it 2. to look again at something you have studied, especially in order to prepare for an exam"
ride,noun,"1. a short journey in a vehicle, on a bicycle, etc. 2. a free ride in a car, etc. to a place you want to get to"
right,exclamation,1. true or correct as a fact 2. correct in your opinion or judgement
right,adjective,1. true or correct as a fact 2. correct in your opinion or judgement
ring,noun," a piece of jewellery that you wear on your finger, consisting of a round band of gold, silver, etc., sometimes decorated with precious stones"
ring,verb,1. to surround somebody/something 2. to phone somebody/something
rise,verb,1. to come or go upwards; to reach a higher level or position 2. to increase in amount or number
rock,noun,1. the hard solid material that forms part of the surface of the earth and some other planets 2. a mass of rock standing above the earth’s surface or in the sea
role,noun,"1. an actor’s part in a play, film, etc. 2. the function or position that somebody has or is expected to have in an organization, in society or in a relationship"
