english,tag,definition
suspected,adjective,"1. believed to have probably happened, although there is no definite proof 2. believed to be guilty of something, although there is no definite proof"
suspend,verb,"1. to hang something from something else 2. to officially stop something for a time; to prevent something from being active, used, etc. for a time 3. to officially delay something; to arrange for something to happen later than planned"
suspension,noun,"1. the act of officially removing somebody from their job, school, team, etc. for a period of time, usually as a punishment 2. the act of delaying something for a period of time, until a decision has been taken 3. the system of springs, etc. by which a vehicle is supported on its wheels and that makes it more comfortable to ride in when the road surface is not even"
suspicion,noun,"1. a feeling that somebody has done something wrong, illegal or dishonest, even though you have no proof 2. a feeling or belief that something is true, even though you have no proof 3. the feeling that you cannot trust somebody/something"
suspicious,adjective,"1. feeling that somebody has done something wrong, illegal or dishonest, without having any proof 2. making you feel that something is wrong, illegal or dishonest 3. not willing or able to trust somebody/something"
swamp,noun,"an area of ground that is very wet or covered with water and in which plants, trees, etc. are growing"
swan,noun,"a large bird that is usually white and has a long, thin neck. Swans live on or near water."
swarm,noun,"1. a large group of insects, especially bees, moving together in the same direction 2. a large group of people, especially when they are all moving quickly in the same direction"
sweet,adjective,"1. containing, or tasting as if it contains, a lot of sugar 2. having a pleasant smell 3. having a pleasant sound"
sweetheart,noun,1. used to address somebody in a kind and loving way 2. a person with whom somebody is having a romantic relationship
swell,verb,1. to become bigger or rounder 2. to go out or make something go out in a curved shape 3. to increase or make something increase in number or size
swelling,noun,1. the condition of being larger or rounder than normal (= of being swollen) 2. a place on your body that has become larger or rounder than normal as the result of an illness or injury
swerve,verb,"to change direction suddenly, especially in order to avoid hitting somebody/something"
swimwear,noun,clothing that you wear for swimming
swing,noun,"1. a swinging movement or rhythm 2. a change from one opinion or situation to another; the amount by which something changes 3. a seat for swinging on, hung from above on ropes or chains"
swing,verb,"1. to move backwards or forwards or from side to side while hanging from a fixed point; to make something do this 2. to move from one place to another by holding something that is fixed and pulling yourself along, up, etc. 3. to move or make something move with a wide curved movement"
swipe,verb,"1. to hit or try to hit somebody/something with your hand or an object by moving your arm with a wide, curved movement 2. to steal something 3. to pass a plastic card, such as a credit card, through a special machine that is able to read the information that is stored on it"
swollen,adjective,"1. larger than normal, especially as a result of a disease or an injury 2. containing more water than normal"
sword,noun,1. a weapon with a long metal blade (= sharp cutting part) and a handle 2. to be something that has both advantages and disadvantages 3. to fight or argue with somebody
syllabus,noun,"a list of the topics, books, etc. that students should study in a particular subject at school or college"
symbolic,adjective,"containing symbols, or being used as a symbol"
symbolism,noun,"the use of symbols to represent ideas, especially in art and literature"
sympathetic,adjective,1. kind to somebody who is hurt or sad; showing that you understand and care about their problems 2. showing that you approve of somebody/something or that you share their views and are willing to support them 3. easy to like
syndrome,noun,"1. a set of physical conditions that show you have a particular disease or medical problem 2. a set of opinions or a way of behaving that is typical of a particular type of person, attitude or social problem"
synthesis,noun,"1. the act of combining separate ideas, beliefs, styles, etc.; a mixture or combination of ideas, beliefs, styles, etc. 2. the natural chemical production of a substance in animals and plants 3. the artificial production of a substance that is present naturally in animals and plants"
synthetic,adjective,1. artificial; made by combining chemical substances rather than being produced naturally by plants or animals 2. using changes to the ends of words rather than separate words to show the functions of words in a sentence
syrup,noun,"1. a sweet liquid made from sugar and water, often used in cans of fruit 2. any thick sweet liquid made with sugar, used especially as a sauce"
tab,noun,"1. a small piece of paper, cloth, metal, etc. that sticks out from the edge of something, and that is used to give information about it, or to hold it, fasten it, etc. 2. an additional document or page that can be opened on computer software 3. a fixed position in a line of a document that you are typing that shows where a piece of text or a column of figures, etc. will begin"
tablecloth,noun,"a cloth that you use for covering a table, especially when you have a meal"
tablespoon,noun,"1. a large spoon, used especially for serving food 2. the amount a tablespoon can hold"
tabloid,noun,"1. a newspaper with small pages (usually half the size of those in larger papers) 2. a newspaper of this size with short articles and a lot of pictures and stories about famous people, often thought of as less serious than other newspapers"
tabloid,adjective,"1. tabloid newspapers have small pages and short articles with a lot of pictures and stories about famous people, and are often thought of as less serious than other newspapers  2. used to describe the small size of some newspapers (usually half the size of larger papers)"
tackle,noun,"1. an act of trying to take the ball from an opponent in football (soccer), hockey, etc.; an act of knocking somebody to the ground, for example in rugby or American football  2. a player whose job is to stop opponents by knocking them to the ground 3. the equipment used to do a particular sport or activity, especially fishing"
tackle,verb,1. to make a determined effort to deal with a difficult problem or situation 2. to speak to somebody about a problem or difficult situation 3. to try and take the ball from an opponent
tactful,adjective,careful not to say or do anything that will annoy or upset other people
tadpole,noun,"a small creature with a large head and a small tail, that lives in water and is the young form of a frog, toad, etc."
tail,noun,"1. the part that sticks out at the back of the body of a bird, an animal or a fish, which the animal can move from side to side or up and down 2. having the type of tail mentioned 3. the back part of a plane, spacecraft, etc."
tailor-made,adjective,"1. made for a particular person or purpose, and therefore very suitable 2. made by a tailor for a particular person"
take,noun,"1. a scene or part of a film that is filmed at one time without stopping the camera 2. an amount of money that somebody receives, especially the money that is earned by a business during a particular period of time 3. the particular opinion or idea that somebody has about something"
take,verb,"1. to carry or move something from one place to another 2. to go with somebody from one place to another, especially to guide or lead them 3. to make somebody/something go from one level, situation, etc. to another"
tan,adjective,yellow-brown in colour
tan,verb,"1. if a person or their skin tans or is tanned, they become brown as a result of spending time in the sun 2. to make animal skin into leather by treating it with chemicals 3. to punish somebody severely"
tan,noun,1. a yellow-brown colour 2. the brown colour that somebody with pale skin goes when they have been in the sun
tango,noun,"a fast South American dance with a strong beat, in which two people hold each other closely; a piece of music for this dance"
tanker,noun,"a ship or lorry that carries oil, gas or petrol in large quantities"
tanned,adjective,having a brown skin colour as a result of being in the sun
tarantula,noun,a large poisonous spider covered with hair that lives in Central and South America
tariff,noun,"1. a tax that is paid on goods coming into or going out of a country 2. a list of fixed prices that are charged by a hotel or restaurant for rooms, meals, etc., or by a company for a particular service 3. a level of punishment for somebody who has been found guilty of a crime"
tart,noun,1. an open pie filled with sweet food such as fruit 2. an offensive word for a woman who you think behaves or dresses in a way that is intended to attract sexual attention 3. a person who works as a prostitute
tasteless,adjective,1. having little or no taste 2. offensive and not appropriate 3. showing a lack of the ability to choose things that people recognize as attractive and of good quality
tax-free,adjective,that you do not have to pay tax on
taxation,noun,1. money that has to be paid as taxes 2. the system of collecting money by taxes
tear,verb,"tear something to injure a muscle, etc. by stretching it too much"
teaspoon,noun,1. a small spoon for putting sugar into tea and other drinks 2. the amount a teaspoon can hold
teatime,noun,the time during the afternoon or early evening when people have the meal called tea
tectonic,adjective,relating to the structure of the earth’s surface
tedious,adjective,lasting or taking too long and not interesting
teleconference,noun,"a conference or discussion at which members are in different places and speak to each other using phone, internet and video connections"
teleconference,verb,to attend a conference or discussion at which members are in different places and speak to each other using phone and video connections
teleconferencing,noun,the practice of holding conferences or discussions at which members are in different places and speak to each other using phone and video connections
telegraph,noun,"a method of sending messages over long distances, using wires that carry electrical signals"
telegraph,verb,"1. to send a message by telegraph 2. to make it clear to people what you are going to do, often without intending to"
televise,verb,to broadcast something on television
temple,noun,"1. a building used for religious worship, especially in religions other than Christianity 2. each of the flat parts at the sides of the head, at the same level as the eyes and higher"
tempt,verb,"1. to attract somebody or make somebody want to do or have something, even if they know it is wrong 2. to persuade or try to persuade somebody to do something that you want them to do, for example by offering them something 3. to do something too confidently in a way that might mean that your good luck will come to an end"
tenant,noun,"a person who pays rent for the use of a room, building, land, etc. to the person who owns it"
tender,adjective,"1. kind, gentle and loving 2. easy to bite through and cut 3. painful when you touch it "
tense,adjective,"1. nervous or worried, and unable to relax 2. in which people have strong feelings such as worry, anger, etc. that often cannot be expressed openly 3. tight rather than relaxed"
tentacle,noun,"1. a long, thin part of the body of some creatures, such as squid, used for feeling or holding things, for moving or for getting food 2. the influence that a large place, organization or system has and that is hard to avoid"
tentative,adjective,1. not definite or certain because you may want to change it later 2. not behaving or done with confidence
tentatively,adverb,1. in a way that is not definite or certain because you may want to change it later 2. in a way that is not done with confidence
term,noun,"1. a word or phrase used as the name of something, especially one connected with a particular type of language 2. (especially in the UK) one of the three periods in the year during which classes are held in schools, universities, etc. 3. a period of time for which something lasts; a fixed or limited time"
terminal,adjective,"1. that cannot be cured and will lead to death, often slowly 2. suffering from an illness that cannot be cured and will lead to death 3. certain to get worse and come to an end"
terminal,noun,"1. a building or set of buildings at an airport where passengers arrive and leave 2. a place, building or set of buildings where journeys by train, bus or boat begin or end 3. a piece of equipment, usually consisting of a keyboard and a screen that joins the user to a central computer system"
terminate,verb,1. to end; to make something end 2. to end a journey
termite,noun,"an insect that lives in organized groups, mainly in hot countries. Termites do a lot of damage by eating the wood of trees and buildings."
terrace,noun,"1. a continuous row of similar houses that are joined together in one block 2. a flat, hard area, especially outside a house or restaurant, where you can sit, eat and enjoy the sun 3. the wide steps where people can stand to watch the game"
terraced,adjective,"1. used to describe houses that form part of a terrace, or streets with houses in terraces 2. having a series of flat areas of ground like steps cut into it"
terrain,noun,"used to refer to an area of land when you are mentioning its natural features, for example, if it is rough, flat, etc."
terror,noun,"1. a feeling of extreme fear 2. a person, situation or thing that makes you very afraid 3. violent action or the threat of violent action that is intended to cause fear, usually for political purposes"
test-drive,verb,to drive a vehicle that you are thinking of buying so that you can see how well it works and if you like it
testify,verb,"1. to make a statement that something happened or that something is true, especially as a witness in court 2. to say that you believe something is true because you have evidence of it 3. to express your belief in God publicly"
testimony,noun,"1. a thing that shows that something else exists or is true 2. a formal written or spoken statement saying what you know to be true, usually in court"
texture,noun,"1. the way a surface, substance or piece of cloth feels when you touch it, for example how rough, smooth, hard or soft it is 2. the way food or drink tastes or feels in your mouth, for example whether it is rough, smooth, light, heavy, etc. 3. the way that different parts of a piece of music or literature are combined to create a final impression"
thankful,adjective,"1. pleased about something good that has happened, or that something bad has not happened 2. to be happy that a situation that is bad is not as bad as it could have been"
theatre-going,adjective,going regularly to the theatre
theatregoer,noun,a person who goes regularly to the theatre
theatrical,adjective,1. connected with the theatre 2. deliberately attracting attention or creating a particular effect in a way that seems false
theological,adjective,connected with the study of religion and beliefs
theologically,adverb,in a way that is connected with the study of religion and beliefs
theology,noun,1. the study of religion and beliefs 2. a set of religious beliefs
theoretical,adjective,"1. connected with the ideas and principles on which a particular subject is based, rather than with practice and experiment 2. that could possibly exist, happen or be true, although this is unlikely"
there,adverb,"1. used to show that something exists or happens 2. in, at or to that place or position 3. existing or available"
thereby,adverb,used to introduce the result of the action or situation mentioned
thermal,adjective,1. connected with heat 2. designed to keep you warm by preventing heat from escaping from the body 3. in which the water has been naturally heated by the earth
thermometer,noun,"an instrument used for measuring the temperature of the air, a person’s body, etc."
thesis,noun,"1. a long piece of writing completed by a student as part of a university degree, based on their own research 2. a statement or an opinion that is discussed in a logical way and presented with evidence in order to prove that it is true"
thigh,noun,"1. the top part of the leg between the knee and the hip (= where the leg joins the body) 2. the top part of the leg of a chicken, etc., cooked and eaten"
thoughtful,adjective,"1. quiet, because you are thinking 2. showing that you think about and care for other people 3. showing signs of careful thought"
thread,noun,"1. a thin string of cotton, wool, silk, etc. used for sewing or making cloth 2. an idea or a feature that is part of something greater; an idea that connects the different parts of something 3. a long, thin line of something"
threshold,noun,"1. the floor or ground at the bottom of a doorway, considered as the entrance to a building or room 2. the level at which something starts to happen or have an effect 3. the point just before a new situation, period of life, etc. begins"
thrilled,adjective,very excited and pleased
thrive,verb,"to become, and continue to be, successful, strong, healthy, etc."
thriving,adjective,"continuing to be successful, strong, healthy, etc."
throw-in,noun,the act of throwing the ball back onto the playing field after it has gone outside the area
thunder,noun,"1. the loud noise that you hear after a flash of lightning, during a storm 2. a loud noise like thunder 3. somebody looks very angry"
thunder,verb,"1. when it thunders, there is a loud noise in the sky during a storm 2. to make a very loud, deep noise 3. to move very fast and with a loud deep noise"
thundercloud,noun,a large dark cloud that produces thunder and lightning during a storm
tick,noun,"1. a mark (✓) put next to a sum or an item on a list, usually to show that it has been checked or done or is correct 2. a very small creature that bites humans and animals and drinks their blood. There are several types of tick, some of which can carry diseases. 3. a short, light, regularly repeated sound, especially that of a clock or watch"
tidal,adjective,connected with tides (= the regular rise and fall of the sea)
tide,noun,"1. a regular rise and fall in the level of the sea, caused by the pull of the moon and sun; the flow of water that happens as the sea rises and falls 2. the direction in which the opinion of a large number of people seems to be moving 3. a large amount of something unpleasant that is increasing and is difficult to control"
tie,noun,"1. a long, narrow piece of cloth worn around the neck, especially by men, with a knot in front 2. a piece of string or wire used for fastening or tying something 3. a strong connection between people or organizations"
tight-knit,adjective,"with all the members having strong, friendly relationships with one another"
tile,noun,"1. a flat, usually square, piece of baked clay, carpet or other material that is used in rows for covering walls and floors 2. a piece of baked clay that is used in rows for covering roofs 3. any of the small flat pieces that are used in particular board games"
till,noun,"1. a machine used in shops, restaurants, etc. for keeping money in, and that shows and records the amount of money received for each thing that is sold 2. the place where you pay for goods in a large shop 3. the drawer where the money is put in a cash register"
timber,noun,"1. trees that are grown to be used in building or for making things 2. wood that is prepared for use in building, etc. 3. a long heavy piece of wood used in building a house or ship"
timid,adjective,shy and nervous; not brave
tinned,adjective,preserved in a can
tip,noun,"1. a small piece of advice about something practical 2. a secret or expert piece of advice about what the result of a competition, etc. is likely to be, especially about which horse is likely to win a race 3. secret information that somebody gives, for example to the police, to warn them about an illegal activity that is going to happen or has happened"
tissue,noun,"1. a piece of soft paper, used especially as a handkerchief 2. a collection of cells that form the different parts of humans, animals and plants 3. very thin paper used for wrapping and packing things that break easily"
tobacco,noun,"the dried leaves of the tobacco plant that are used for making cigarettes, smoking in a pipe, etc."
toddler,noun,a child who has only recently learnt to walk
toffee,noun,"1. a sticky sweet made by heating sugar, butter and water together and allowing it to cool 2. if somebody can’t do something for toffee, they are very bad at doing it"
tofu,noun,"a soft white substance that is made from soya and used in cooking, often instead of meat"
tolerance,noun,"1. the quality of being willing to accept or tolerate somebody/something, especially opinions or behaviour that you may not agree with, or people who are not like you 2. the ability to suffer something, especially pain, difficult conditions, etc. without being harmed 3. the amount by which the measurement of a value can vary without causing problems"
tolerant,adjective,1. able to accept what other people say or do even if you do not agree with it 2. able to survive or operate in difficult conditions
tolerantly,adverb,in a way that shows you are able to accept what other people say or do even if you do not agree with it
toleration,noun,the fact of being willing to allow something that you do not like or agree with to happen or continue
toll,noun,"1. money that you pay to use a particular road or bridge 2. the amount of damage or the number of deaths and injuries that are caused in a particular war, disaster, etc. 3. the sound of a bell ringing with slow, regular sounds"
tone,noun,"1. the quality of somebody’s voice, especially expressing a particular emotion 2. the general character and attitude of something such as a piece of writing, or the atmosphere of an event 3. the quality of a sound, especially the sound of a musical instrument or one produced by electronic equipment"
top,verb,"1. to be higher than a particular amount 2. to be in the highest position on a list because you are the most successful, important, etc. 3. to put something on the top of something else"
topsoil,noun,the layer of soil nearest the surface of the ground
torrent,noun,1. a large amount of water moving very quickly 2. a large amount of something that comes suddenly and violently
torture,noun,1. the act of causing somebody severe pain in order to punish them or make them say or do something 2. mental or physical pain; something that causes this
torture,verb,1. to hurt somebody physically or mentally in order to punish them or make them tell you something 2. to make somebody feel extremely unhappy or anxious
toss,verb,"1. to throw something lightly or carelessly 2. to throw a coin in the air in order to decide something, especially by guessing which side is facing upwards when it lands 3. to move your head suddenly upwards, especially to show that you are annoyed or impatient"
total,verb,"1. to reach a particular total 2. to add up the numbers of something/somebody and get a total 3. to damage a car very badly, so that it is not worth repairing it"
touristy,adjective,attracting or designed to attract a lot of tourists
toxic,adjective,"1. containing poison; poisonous 2. a level of debt or high-risk investment that causes very serious problems for a bank or other financial institution 3. very unpleasant, especially in the way somebody likes to control and influence other people in a dishonest way"
tractor,noun,"1. a powerful vehicle with two large and two smaller wheels, used especially for pulling farm machines 2. the front part of a tractor-trailer, where the driver sits"
tradesman,noun,"1. a person whose job involves going to houses to sell or deliver goods 2. a person who sells goods, especially in a shop 3. a person who works with their hands in a job that involves training and special skills, for example a carpenter or plumber"
tradeswoman,noun,"1. a woman who sells goods, especially in a shop 2. a woman who works with her hands in a job that involves training and special skills, for example a carpenter or plumber 3. a woman whose job involves going to houses to sell or deliver goods"
trafficker,noun,a person who buys and sells something illegally
trafficking,noun,the activity of buying and selling something illegally
tragic,adjective,"1. making you feel very sad, usually because somebody has died or suffered a lot 2. connected with tragedy (= the style of literature)"
trail,noun,"1. a long line or series of marks that is left by somebody/something 2. a track, sign or smell that is left behind and that can be followed, especially in hunting 3. a path through the countryside"
trailer,noun,"1. a truck, or a container with wheels, that is pulled by another vehicle 2. a vehicle without an engine, that can be pulled by a car or truck or used as a home or an office when it is parked 3. a small building for people to live in that is made in a factory and moved to a permanent place"
tramp,noun,"1. a person with no home or job who travels from place to place, usually asking people in the street for food or money 2. the sound of somebody’s heavy steps 3. a long walk"
trans,adjective,having a gender identity that does not match the sex a person was said to have at birth
transaction,noun,"1. a piece of business that is done between people, especially an act of buying or selling 2. the process of doing something"
transatlantic,adjective,1. crossing the Atlantic Ocean 2. connected with countries on both sides of the Atlantic Ocean 3. on or from the other side of the Atlantic Ocean
transfer,noun,"1. the act of moving somebody/something from one place, group or job to another; an occasion when this happens 2. an act of changing to a different place, vehicle or route when you are travelling 3. a ticket that allows a passenger to continue their journey on another bus or train"
transfer,verb,"1. to move from one place to another; to move something/somebody from one place to another 2. to move from one job, school, situation, etc. to another; to arrange for somebody to move 3. to change to a different vehicle during a journey; to arrange for somebody to change to a different vehicle during a journey"
transgender,adjective,describing or relating to people whose gender identity does not match the sex they were said to have at birth
transistor,noun,"1. a small electronic device used in computers, radios, televisions, etc. for controlling an electric current as it passes along a circuit 2. a small radio with transistors"
transit,noun,"1. the process of being moved or carried from one place to another 2. the act of going through a place on the way to somewhere else 3. the system of buses, trains, etc. that people use to travel from one place to another"
transmission,noun,"1. the act or process of passing something from one person, place or thing to another 2. the act or process of sending out an electronic signal or message or of broadcasting a radio or television programme 3. a radio or television message or broadcast"
transmitter,noun,"1. a piece of equipment used for sending electronic signals, especially radio or television signals 2. a person or thing that transmits something from one person or thing to another"
transplant,verb,"1. to take an organ, skin, etc. from one person, animal, part of the body, etc. and put it into or onto another 2. to move a growing plant and plant it somewhere else 3. to move somebody/something to a different place or environment"
trauma,noun,"1. a mental condition caused by severe shock, stress or fear, especially when the harmful effects last for a long time 2. a very frightening or upsetting experience 3. an injury"
tray,noun,"1. a flat piece of wood, metal or plastic with raised edges, used for carrying or holding things, especially food 2. a shallow plastic box, used for various purposes"
treaty,noun,a formal agreement between two or more countries
tremble,verb,"1. to shake in a way that you cannot control, especially because you are very nervous, excited, frightened, etc. 2. to shake slightly 3. to be very worried or frightened"
trench,noun,"1. a long, deep hole dug in the ground, for example for carrying away water 2. a long, deep hole dug in the ground in which soldiers can be protected from enemy attacks (for example in northern France and Belgium in the First World War) 3. a long, deep, narrow hole in the ocean floor"
triangular,adjective,1. like a triangle in shape 2. involving three people or groups
triathlon,noun,"a sporting event in which people compete in three different sports, usually swimming, cycling and running"
trigger,noun,"1. the part of a gun that you press in order to fire it 2. something that is the cause of a particular reaction or development, especially a bad one"
trilogy,noun,"a group of three books, films, etc. that have the same subject or characters"
triumph,noun,"1. a great success, achievement or victory 2. the feeling of great pleasure or joy that you get from a great success or victory 3. an excellent example of how successful something can be"
trophy,noun,"1. an object such as a silver cup that is given as a prize for winning a competition 2. used in the names of some competitions and races in which a trophy is given to the winner 3. an object that you keep to show that you were successful in something, especially hunting or war"
tropic,noun,"1. one of the two imaginary lines drawn around the world 23° 26′ north (the Tropic of Cancer) or south (the Tropic of Capricorn) of the equator 2. the area between the two tropics, which is the hottest part of the world"
trot,verb,"1. to move forward at a speed that is faster than a walk and slower than a canter 2. to ride a horse in this way 3. to run or walk fast, taking short, quick steps"
trot,noun,"1. a trotting speed, taking short, quick steps 2. a period of trotting 3. one after the other"
troublemaker,noun,"a person who often causes trouble, especially by involving others in arguments or encouraging them to complain about people in authority"
trout,noun,1. a common freshwater fish that is used for food. There are several types of trout. 2. an offensive word for an annoying or angry old woman
truant,noun,1. a child who stays away from school without permission 2. to stay away from school without permission
truant,verb,to stay away from school without permission
truce,noun,an agreement between enemies or opponents to stop fighting for an agreed period of time; the period of time that this lasts
truck,verb,to take something somewhere by truck
trunk,noun,"1. the thick main stem of a tree, that the branches grow from 2. the space at the back of a car that you put bags, cases, etc. in 3. the long nose of an elephant"
trustee,noun,1. a person or an organization that has control of money or property that has been put into a trust for somebody 2. a member of a group of people that controls the financial affairs and decides the policy of a charity or other organization
trustworthy,adjective,"that you can rely on to be good, honest, sincere, etc."
truthful,adjective,1. saying only what is true 2. giving the true facts about something
tub,noun,"1. a large round container without a lid (= cover), used for washing clothes in, growing plants in, etc. 2. a small, wide plastic or paper container with a lid (= cover), used for food, etc. 3. a bathtub (= a large, long container that you put water in and then get into to wash your whole body)"
tuition,noun,"1. the act of teaching something, especially to one person or to people in small groups 2. the money that you pay to be taught, especially in a college or university"
tulip,noun,"a large, brightly coloured spring flower, like a cup in shape, on a tall stem"
tummy,noun,the stomach or the area around the stomach
tumour,noun,"a mass of cells growing in or on a part of the body where they should not, usually causing medical problems"
tundra,noun,"the large, flat Arctic regions of northern Europe, Asia and North America where no trees grow and where the soil below the surface of the ground is always frozen"
tuneless,adjective,not having a pleasant tune or sound
tunelessly,adverb,in a way that does not have a pleasant tune or sound
turbulence,noun,"1. a situation in which there is a lot of sudden change, trouble, argument and sometimes violence 2. a series of sudden and violent changes in the direction that air or water is moving in"
turn-off,noun,1. a place where a road leads away from another larger or more important road 2. a person or thing that people find boring or not attractive
turnout,noun,1. the number of people who attend a particular event 2. the number of people who vote in a particular election
turnover,noun,1. the total amount of goods or services sold by a company during a particular period of time 2. the rate at which employees leave a company and are replaced by other people 3. the rate at which goods are sold in a shop and replaced by others
turquoise,noun,1. a blue or blue-green semi-precious stone 2. a blue-green colour
turquoise,adjective,blue-green in colour
turtle,noun,"1. a large reptile with a hard round shell that lives in the sea 2. any reptile with a large shell, for example a tortoise or terrapin 3. to turn over completely while sailing"
tweeter,noun,"1. a loudspeaker through which the high notes in a sound system are heard 2. a person who puts a message, picture, etc. on the internet using the Twitter™ social media service"
twig,noun,"a small, very thin branch that grows out of a larger branch on a bush or tree"
twist,verb,1. to bend or turn something into a particular shape 2. to bend or turn something into a shape or position that is not normal or natural; to be bent or turned in this way 3. to turn part of your body around while the rest stays still
twist,noun,"1. the action of turning something with your hand, or of turning a part of your body 2. an unexpected change or development in a story or situation 3. a sharp bend in a road or river"
ultramarathon,noun,a running race that is longer than a marathon (which is approximately 42 kilometres or 26 miles)
umpire,noun,a person whose job is to watch a game and make sure that rules are not broken
unbearable,adjective,"too painful, annoying or unpleasant to deal with or accept"
unbeaten,adjective,not having been defeated
unblock,verb,"1. to clean something, for example a pipe, by removing something that is blocking it 2. to make it possible to use a mobile phone again after it has been stopped from working as a security measure"
unborn,adjective,not yet born
uncertainty,noun,1. the state of being uncertain 2. something that you cannot be sure about; a situation that makes you not be or feel certain
unchristian,adjective,not showing the qualities that are generally expected of a Christian; not kind or thinking about other people’s feelings
unconcerned,adjective,1. not worried or anxious about something because you feel it does not affect you or is not important 2. not interested in something
unconsciousness,noun,"a state like sleep caused by injury or illness, when you are unable to use your senses"
uncosted,adjective,a policy or proposal that is uncosted has not had its exact costs calculated
uncover,verb,1. to remove something that is covering something 2. to discover something that was previously hidden or secret
undecided,adjective,1. not having made a decision about somebody/something 2. not having been decided
undeniable,adjective,true or certain; that cannot be denied
undeniably,adverb,in a way that is true or certain and cannot be denied
underage,adjective,done by people who are too young by law
underclothes,noun,underwear (= clothes that you wear under other clothes and next to the skin)
undercover,adjective,"working or done secretly in order to find out information for the police, a government, etc."
undercover,adverb,"secretly, in order to find out information for the police, a government, etc."
underdog,noun,"a person, team, country, etc. that is thought to be in a weaker position than others and therefore not likely to be successful, win a competition, etc."
underemployed,adjective,not having enough work to do; not having work that makes full use of your skills and abilities
underestimate,verb,"1. to think or guess that the amount, cost or size of something is smaller than it really is 2. to not realize how good, strong, determined, difficult, etc. somebody/something really is"
undergraduate,noun,a university or college student who is studying for their first degree
underlie,verb,to be the basis or cause of something
underscore,noun,"the symbol (_ ) that is used to draw a line between letters or words, especially in computer commands and internet addresses"
underskirt,noun,a skirt that is worn under another skirt as underwear
undertake,verb,1. to make yourself responsible for something and start doing it 2. to agree or promise that you will do something
undertaking,noun,"1. a task or project, especially one that is important and/or difficult 2. an agreement or a promise to do something 3. the business of an undertaker"
undesirable,adjective,not wanted or approved of; likely to cause trouble or problems
uneasy,adjective,"1. feeling worried or unhappy about a particular situation, especially because you think that something bad or unpleasant may happen or because you are not sure that what you are doing is right 2. not certain to last; not safe or settled 3. that does not enable you to relax or feel comfortable"
unelected,adjective,not having been chosen by people in an election
unfurnished,adjective,without furniture
uninstall,verb,to remove a program from a computer
unpredictable,adjective,"1. that cannot be predicted because it changes a lot or depends on too many different things 2. if a person is unpredictable, you cannot predict how they will behave in a particular situation"
unsmiling,adjective,not smiling; looking unfriendly
unspoken,adjective,not stated; not said in words but understood or agreed between people
unstated,adjective,not stated; not said in words but understood or agreed between people
untruthful,adjective,saying things that you know are not true
unvoiced,adjective,1. thought about but not expressed in words 2. produced without moving your vocal cords; not voiced
upgrade,verb,"1. to make a machine, computer system, etc. more powerful and efficient; to start using a new and better version of a machine, system, etc. 2. to improve the condition of a building, etc. in order to provide a better service 3. to give somebody a better seat on a plane, room in a hotel, etc. than the one that they have paid for"
upgrade,noun,"1. the act of making a machine, computer system, etc. more powerful and efficient; the more powerful and efficient machine, computer system, etc. 2. the act of improving the condition of a building, etc. in order to provide a better service 3. the act of giving somebody a better seat on a plane, room in a hotel, etc. than the one that they paid for; the seat, room, etc. itself "
uphold,verb,1. to support something that you think is right and make sure that it continues to exist 2. to agree that a previous decision was correct or that a request is reasonable
upmarket,adverb,in a way that involves buying or selling goods and services that are expensive and of high quality
upmarket,adjective,designed for or used by people who belong to a high social class or have a lot of money
upright,adjective,"1. not lying down, and with the back straight rather than bent 2. placed in a vertical position 3. behaving in a moral and honest way"
upriver,adverb,"along a river, in the opposite direction to the way in which the water flows"
upstate,adjective,"in a part of a state that is far from its main cities, especially a northern part"
upstate,adverb,"in or to a part of a state that is far from its main cities, especially a northern part"
upstream,adverb,"along a river, in the opposite direction to the way in which the water flows"
upward,adjective,1. pointing towards or facing a higher place 2. increasing in amount or price
uranium,noun,"a chemical element. Uranium is a heavy, silver-white, radioactive metal, used mainly in producing nuclear energy."
utensil,noun,a tool that is used in the house
utility,noun,"1. a service provided for the public, for example an electricity, water or gas supply 2. the quality of being useful 3. a piece of computer software that performs a particular task"
vacancy,noun,"1. a job that is available for somebody to do 2. a room that is available in a hotel, etc. 3. the fact of a job or room being available"
vacant,adjective,"1. empty; not being used 2. if a job in a company is vacant, nobody is doing it and it is available for somebody to take 3. showing no sign that the person is thinking of anything"
vaccinate,verb,"to give a person or an animal a vaccine, especially by injecting it, in order to protect them against a disease"
vaccination,noun,the act of giving a person or an animal a vaccine in order to protect them against a disease; the fact of having received a vaccine
vaccine,noun,a substance that is put into the blood and that protects the body from a disease
vacuum,noun,"1. a space that is completely empty of all substances, including all air or other gas 2. a situation in which somebody/something is missing 3. the act of cleaning something with a vacuum cleaner"
vain,adjective,"1. that does not produce the result you want 2. too proud of your own appearance, abilities or achievements 3. without success"
valentine,noun,"1. a card that you send to somebody that you love on St Valentine’s Day (14 February), often without putting your name on it 2. a person that you send a valentine to"
validity,noun,1. the state of being legally or officially acceptable 2. the state of being logical and true
value,noun,1. how much something is worth in money or other goods for which it can be exchanged 2. how much something is worth compared with its price 3. the quality of being useful or important
van,noun,"1. a covered vehicle with no side windows in its back half, usually smaller than a lorry, used for carrying goods or people 2. a covered vehicle with side windows, usually smaller than a lorry, that can carry about twelve passengers 3. a closed coach on a train for carrying bags, cases, etc. or mail"
vandalize,verb,"to damage something, especially public property, deliberately and for no good reason"
